date;name;tweet;sentimen
Oct-18;Ta.;Sedihnya :(;netral
Oct-18;hilihbicit;Gw beli pulsa lewat ovo 25k  ovonya berkurang pulsanya kaga masuk ampe skrg  ilang dah 25k;negatif
Oct-18;song wan;Ga pernah tuh dapat sms gitu udah lama pakai kartu by.u;negatif
Oct-18;mizuuelll;Wajib banget nonton BLACKPINK Light Up The Sky min. Dijamin termotivasi banget sihh;positif
Oct-18;JANGAN FOLLOW ;Ini kak.;netral
Oct-18;;@byu_id bisa minta tolong non aktifin paket internet saya ?;netral
Oct-18;Shya;@byu_id terbaik sih;positif
Oct-18;Mull;Mattin paket data   matiin hp  tarik selimut   tidur   ingat besok senin;netral
Oct-18;nadyanadss;bales dulu dong DM nya;netral
Oct-18;satria;kali aja nindy @byu_id ada lowongan ;netral
Oct-18;Wijaya Rahmat;Malam-malam cek by.U eh dapat voucher traktiran. Ada-ada aja ni  suka banget ngasih surprise tiba-tiba @byu_id;netral
Oct-18;monster;Ngeyeelll;netral
Oct-18;Mas Mas Berkacamata;@byu_id min kemarin mau reedem voucher kumat kok pas mau bayar di Indomaret. Statusnya sudah terbayar ya?  ;negatif
Oct-18;Ihza M;Itu untuk telkomsel kartu sakti yg udah lama kk;negatif
Oct-18;siapa aku??;Kasih potongan harga dong by.U kali2 yg 140k jdi 120k gtu;netral
Oct-18;A M E L;halu permisi  ini lemot bgt kenapa yakk  @byu_id;negatif
Oct-18;Warga lokal;@byu_id emang andalan hp nganti bosen gawe youtube+instagram an;netral
Oct-18;ℭ𝔞𝔪𝔞𝔱 (Calon Mati);Tidur;netral
Oct-18;only trash;beli paket yg unlimited trus online sampe waktunya beli paket unlimited lgi;netral
Oct-18;Muhammad IQbal Qs.;DM terkirim min;netral
Oct-18;uwuwu;bagi kuota min  auto semangat :v;positif
Oct-18;Kari Ayam Idolaku;anggap aja simulasi;netral
Oct-18;Ismail Rintarou;Kasi kuota malem;netral
Oct-18;haha hehe;Balikeun kuota topping aing;netral
Oct-18;Rangga;Jangan lupa ngopi  sambil nonton qorygore pake paketan 1 5mbps;netral
Oct-18;Nath ER;Bagi bagi kuota gratis;positif
Oct-18;Fluctuateman;Itu harus masukin sim card ga to?;netral
Oct-18;Just Me;Semangat Nindy @byu_id   besok belum kiamat kok  Btw  boleh lah DM ku dicek... Daritadi dianggurin ;positif
Oct-18;ۗۗۗۗۗۗۗۗۗۗۗۗۗۗۗۗ;suara gua jadi kek robot di zoom bg;negatif
Oct-18;monster;Tidur lebih awal;netral
Oct-18;Tommy Insan R;ga ada tips  besok jalani aja  ;netral
Oct-18;pengelaskayu;Iyaa si yaa. Gue juga sinyal akhir2 ini jadi sering lemot dah;negatif
Oct-18;yuna;@byu_id min  by u bisa diisi via konter ga sih? Kalo bisa  caranya gimana? Tengkyuuu;netral
Oct-18;triwidodo;Ini juga bikin semangat;positif
Oct-18;blue;Baik banget sih kamu  kasih hadiah mulu @byu_id;positif
Oct-18;Muhammad IQbal Qs.;@byu_id Ini bagaimana ya min? Sudah kemarin saya tungggu  eh malah ada keterangan begitu. ;negatif
Oct-18;al;Jangan lupa bersyukur buat hari-hari yang masi setia menemanimu;positif
Oct-18;ۗۗۗۗۗۗۗۗۗۗۗۗۗۗۗۗ;benerin sinyal di daerah pekayon  bekasi aja dulu min;netral
Oct-18;cio kagura;@byu_id minta setingan apn byu buat main mobile legends dong. Biar ping stabill;netral
Oct-18;Dattebayo ;Udah ga pengen lagi kuota murah paket aman dll  cm pengen dpt kaos nya by.u ;positif
Oct-18;Fulan Bin Fulan;@byu_id Malam Admin  mau tanya untuk paket 10gb 1 hari itu 24jam atau hanya sampai jam 00.00 hari yang sama pas pembelian? Thanks;netral
Oct-18;라마;nih min @Yati_97  entar tag pacar kalau punya ;netral
Oct-18;El Verdugo;jangan lupa sarapan besok pagi. udah.;netral
Oct-18;Temenya Ice Bear;speaker dong  biar vibenya nyampe kemana mana;netral
Oct-18;Daredevil;makan porsi kuli biar kuat;netral
Oct-18;Bukan Hatchi;cicilan masih ada tuh!!! yok lah bangun;negatif
Oct-18;agus_;Gini amat kalo udah old.;netral
Oct-18;BokutoDay;Rebahan sampe ketemu hr selasa;netral
Oct-18;I am a man ;Tau kenapa kuota utama kesedot terus padahal ada kuota topping?;netral
Oct-18;CASE & STICKER TUMBLR 12,5K;Nah iniii  butuh banget;netral
Oct-18;Luthfia Salim;Ga ada  dah la biasa aja;negatif
Oct-18;pie jogja;tipsnya: baca bismillah;netral
Oct-18;def ＾ω＾;Semoga promo byU yg 10gb 20k 20hari jadi paket paten. Terus jaringannya lebih baik lagi biar yg kepake sesuai pembagian kuota ;positif
Oct-18;brondong jagung;bersyurlah hari ini dan jalanilah hari esok;netral
Oct-18;Yussa;jadilah fans milan!;netral
Oct-18;Kari Ayam Idolaku;tidur aja smpe ketemu hari selasa;netral
Oct-18;TUKKK;Bersyukurlah;netral
Oct-18;(75)  ᮚᮓᮤ ᮃᮛᮤᮞᮔ᮪ᮓᮤ HSK 2021 (汉语水平考试）;Ngadepin kenyataan besok senin;netral
Oct-18;GassReload Jual Paket Internet Murah;Min kuota unlimited Yg 1Mbps Adain lagi dung;netral
Oct-18;라마;ingat orang yang selalu memberi mu semangat  yang selalu menemani mu..;positif
Oct-18;Backing soda~;Ini paket yg mana bang?  Saya pengguna baru simpati butuh pencerahan;netral
Oct-18;I am a man ;Hallo Nindy  kenapa kuota kuota topping ga berfungsi? Yang kesedot kuota utama terus ;netral
Oct-18;이동욱;Bagus ih fitur custom nomornya. Pingin ganti tp sayang dah mau setahun;positif
Oct-18;Ardhian Yu;wah sama nih;positif
Oct-18;toh4r;Min yg 1.5 Mbps tambahin dong jd 2 / 2 5Mbps .... Pingin nonton video yg lembut dg 720 nya... Tp harga jangan dirubah ttp di 140rebu...;positif
Oct-18;uwuwu;marathon novel doang min :(;negatif
Oct-18;novakk;Udah kayak dia GOA ya;netral
Oct-18;mona oktaviani;Eh sumpah aku 14GB Dari tanggal 6-8 Oktober udah abis. Udah komplain tapi jawabannya ga ngotak.;negatif
Oct-18;mona oktaviani;Hahaha awas pada kena sedot kuotanya.;negatif
Oct-18;ᴿᵃᵃ ♡༄;Drama baru aja min  Start Up. Bgus bgt;negatif
Oct-18;piwpiwpiw;Halo  selamat sore @byu_id ini kenapa gw beli data topping tapi gabisa dipake ya? Makenya data reguler mulu  aneh banget;negatif
Oct-18;Permisi Paket...;Breaking Bad wajib nonton sebelum mati.;negatif
Oct-18;caca;@byu_id hy min kalo udah melakukan transaksi tapi kok belum ada email masuk ya buat transaksi di itu berhasil;positif
Oct-18;Sandy #GlazerOut;Min  tolong dong perbaiki jaringan di daerah rumah saya. Kenapa begini amet dah? ;netral
Oct-18;Ica29;Lah gua kemaren beli yg 100gb itu loh ga bisa di pake;negatif
Oct-18;Namanyaitu;Naaah cakep selamat bergabung dengan @byu_id;positif
Oct-18;ddddabluee;sinyal @byu_id hari ini rasanya anjim bangetttttt;netral
Oct-18;AL jrg on;Hai selamat sore kak Ta  mohon maaf atas ketidaknyamanannya. Kami akan segera memproses transaksi anda  terimakasih atas informasinya.. -etmin al;positif
Oct-18;anya;Cek DM min;netral
Oct-18;Wayan Tuta;Si doel anak sekolahan;netral
Oct-18;Rachel;Halo? Tolong dong DM saya direspon. Kuota utama saya terus2an ketarik nih. Percuma dong saya beli topping kalo udahnya tetep kuota utama yg kepake???;negatif
Oct-18;Bobby;Sok marathon min  3 hari klo bisa;negatif
Oct-18;sara.;enaknya pas sepertiga malem si bund  jadi bisa nikung doi-- eh tahajud sekalian;netral
Oct-18;jipa;Kok aku 20 rebu see;negatif
Oct-18;Nam Do San 남도산;Kekoreaan lg seru bgt Alice  18 Again  sama yg baru tayang td malem dramanya Suzy Noona Start-Up  minnnn;positif
Oct-18;yo;Awkakkwkakwka typo nin astagaa;netral
Oct-18;air panas;Emang namanya Nindi?;netral
Oct-18;a.r;Nindi aku abis racunin @chanifahms pake by.u. angkat aku jd bren abasador dongg;netral
Oct-18;sandy hidayat;The Good Docter  tentang dokter autis yang menjadi ahli bedah.;netral
Oct-18;yuna;@byu_id tolong dong bang sinyalnya jelek mau bikin tugas ni;negatif
Oct-18;miedokdok;Serigala Terakhir;netral
Oct-18;yudhidfm;Oh sip mantap om;positif
Oct-18;jipa;OIYAAA BENERR MAKASII XIXIXIIX;netral
Oct-18;Fery Pratama;Macem-macem sih  sebenarnya ini kartu secondary. Tak pakai terutama kalau weekend. Yang nggak pernah beli topping2 nya.;positif
Oct-18;マルディニニコ13;Nindy  Topping Instagram di Refund pulsa aja lah  percuma gak bisa terpakai kuota nya malah nyedot kuota utama ;negatif
Oct-18;Odading mang Oleh;Topping IG woi Ngapa Gk kesedot malah kuota Utama Yg kesedot;negatif
Oct-18;Fery Pratama;Jadi makin cinta...  @byu_id;positif
Oct-18;;udah. dicek ya;netral
Oct-18;Shahru Ramadan;Taek;netral
Oct-18;Alif Irfan Anshory;@byu_id is topping is totally scam. Dipake ig-an/youtube-an yg berkurang malah kuota utama. Hadehh..;negatif
Oct-18;anya;@byu_id min kenapa kuota topping ig gakesedot ya? Malah kuota utama yg kesedot? Gmn nih minnnnn;negatif
Oct-18;Rachel;Sudah saya dm ya.;netral
Oct-18;Tsunematsu;makasih min @byu_id;netral
Oct-18;;terimakasih @byu_id ;netral
Oct-18;MIRA BUDI OCTAVIANI;@byu_id Nindy baik banget. Aku dapat gretongan 1GB buat seminggu euy. Happy 3monthiversary. Semoga terus melangit ;positif
Oct-18;manah;Pembelian kuata saya belum masuk  min. Mohon segera dikonfirmasi;negatif
Oct-18;영빈 데이 | fujidafau, 开;Gak bisa ya kuota belajar dibarter juga ke kuota biasa?  @byu_id;negatif
Oct-18;Mal;Mahal banget  Tree cmn 60k dpt 22gb unlimited YouTube  jaringan mantap skli kadang tembus 3mbps;positif
Oct-18;Namanyaitu;140k unlimited sebulan ca mantul buat ngidol;netral
Oct-18;ca;Nanti ajarin yak san. Kalau gini lama2 enek jugaaaaa;netral
Oct-18;Namanyaitu;Beralihlah ke @byu_id  hahahha;netral
Oct-18;Red-ssi;by.U duhati emang @byu_id makacih;netral
Oct-18;Rachel;@byu_id ini kok tiba2 konyol ya? Paket topping ig gw msh ada 7.7 GB. Kok malah narik kuota utama?? Tiba2 abis kuota utama gw. Biasanya gapernah begitu. Trus gunanya kuota topping apaan kalo ujung2nya yg ketarik kuota utama???;negatif
Oct-18;uwaaaaaw;Cek dm min;netral
Oct-18;gipsy;Ini yg paling males mana serem lg pengin takkkk rasanya;negatif
Oct-18;v i n a;@byu_id min aku barusan beli topping di aplikasi  saldo link aja!  Aku kepotong tapi toppingnya kok ga kebeli ya?;negatif
Oct-18;cupcake;@byu_id abis instagraman kok kuota instagram ga berkurang? Malah kena kuota utama;negatif
Oct-18;A.Ç Kahfi  ;Emang gitu  keluhan ini mungkin yang ke 1000.;netral
Oct-18;05.00;Kita samaan sis ;netral
Oct-18;ayu dina24;Lagi nyantai sambil scorilling sosmed;netral
Oct-18;Dewi Ratnasari;@byu_id admin  tolong respon DM saya... Terkait topping Instagram tidak berkurang  yang berkurang malah kuota utama  *padahal saya buat Instagraman terus...;negatif
Oct-18;ulumindo;Kartu @byu_id  masih OK coba ganti operator lain mala lebih parah sob. Aku ujung2nya pakai kartu @byu_id;negatif
Oct-18;ulumindo;Pernah via ATM bro? Soalnya ingin coba via ATM takut salah bro.;negatif
Oct-18;ulumindo;Kalau disini juga bro. Kalau disini semua operator bro kalau habis magrib. Tapi @byu_id  masih Ok drpd operator lain;netral
Oct-18;sirup;min @byu_id knp sinyal ga stabil ya buat main moba? tp kalau pake LOOP sinyal stabil banget;negatif
Oct-18;Hendri Susilo;Pulang dari lembur cetak banner utk pilkada di kotaku : total paslon ada 3  masing-masing cetak 700 banner — per bannernya 5m x 3m  dateline besok senin  mampoussss ;netral
Oct-18;fi;@byu_id halo kak  saya paketan viu tapi saya ga bisa buat buka viunya gimana dong? Makasih kak;negatif
Oct-18;gipsy;Sebanding sama abangnya @Telkomsel spammm troos;netral
Oct-17;kyci.;@byu_id lemot bgt buat download min. Biasanya cepet buset ada apa deh;negatif
Oct-17;Cunawiharja;Ada waktu promo 10 10;netral
Oct-17;ddon;yg sabar yaa;positif
Oct-17;korban AXAMANDIRI;HATI-HATI JIKA ANDA K @bankmandiri DAN DI ARAHKN KE @AXA_Mandiri YANG MENAWARKN TABUNGAN & DEPOSIT ITU SEMUANYA BOHONG. KEMBALIKN TABUNGAN MASA DEPAN ANAKKU 100% CC @jokowi @erickthohir @susipudjiastuti @mohmahfudmd @JulienSteimer @BungTB @agushwidodo @ILCtv1 @CNN @skandalmedia;netral
Oct-17;tata;lemot banget ni anjim @byu_id;negatif
Oct-17;tata;ini kenapa lemot banget si @byu_id;negatif
Oct-17;jipa;Emg perna adaa?;netral
Oct-17;Fathi Helmi;Gila ga tuh 0 87 padahal bukan kuota data unlimited  @byu_id  untung coba coba doang;negatif
Oct-17;enyahlah;Maaf kak  aku tadi nyoba cari-cari dan ternyata settingan hpku yang bikin lemot. Sekarang udah normal dan kenceng lagiBy.U;negatif
Oct-17;Zul Fadlillah;Menunggu datangnya byu gaming. Jadi ga harus beli kuota 2 provider buat main game dan surfing on internet. Nunggu jaringan byu dan moonton  activision × garena  riot games  supercell  bagus. ;positif
Oct-17;•‿•;Mentok segini nih @byu_id;netral
Oct-17;meiga | cek ;Bymu kenpaa si lagi aprah bgt tah sinyalnya? Padahal sinyal 4g full loh ini tapi lemot banget ;negatif
Oct-17;Abdatul Muhaeminah;By.u knpa sihh hari ini ngadet2 sinyal nyaaa :( pas lagi rapat keluar2 zoom teruss;netral
Oct-17;QUHU-Iam;Naik sepeda sampe ke Garut Bawa kantong isinya bakwan Kami anak by.u yang imut Lagi nungguin paket gratisan;positif
Oct-17;ARAAFA;@byu_id kok 2hari ini saya cuman dapet 100-200 KB/s ya min lemot banget masa ?;negatif
Oct-17;;;netral
Oct-17;Anwar Fathurohman;Naik sepeda sampe ke Garut Sini mampir nindy ke rumah. Ane domisili Garut ;positif
Oct-17;Angry Cat;@byu_id Halo saya mau nanya kalo paket 140rb 30 hari 1 5 Mbps itu ada batasan kuotanya ga ya???;netral
Oct-17;yeye;hai kak  tadi saya isi pulsa dari konternya udah masuk tapi kok di aplikasinya belum ya? gadapet sms juga. @byu_id;negatif
Oct-17;Kukubima ungu;Itu ibu yang di kungfu hustle ya?;netral
Oct-17;Efrian;Nambah. Topping IG + Twitter gak kepakai  selalu motong kuota utama. Pie e @byu_id;negatif
Oct-17;༒࿐៚® ༒࿐៚;Tapi stupidfren sekarang tempatku jaringannya jelek banget. Beda sama dulu waktu masih CDMA.;negatif
Oct-17;ERINA YUSTINARNI;Lagi mau minta gratis kuota nih ke nindy;positif
Oct-17;𝐠𝐫𝐨𝐧𝐭𝐨𝐥 𝐣𝐀𝐆𝐔𝐍𝐆;Ngabisin kuota gratisan happy 9 monthiversary padahal gratisan ulang tahun kemarin belum di ambil.;netral
Oct-17;WEDDING DRESS;;netral
Oct-17;Ihsan;@byu_id cek dm min;netral
Oct-17;fvckthesystem;Betul sekali haha;positif
Oct-17;Nrjnh.Rndyn06;Thank you @byu_id  aku cinta kamu ;positif
Oct-17;Rahmat Hidayat;Ohhh gitu  kayanya bisa dipake seterusnya sih  soalnya saya pake yang 15gb 30 rb udah dari bulan juni. Tapi masalahnya  sama atau engga yang dapet sms sama yang ketik *363*×××#;netral
Oct-17;Kang Dani ;tilimikisih bayuuu @byu_id ;netral
Oct-17;Telkomsel;2. Tanggal dan waktu kejadian. Makasih :) -Jay (2/2);netral
Oct-17;handhiya sukoco;Lg madang min ngerti ora? ;netral
Oct-17;Telkomsel;Hai  Kak Amar. Maaf ya jadi gak nyaman. Terkait kendala koneksi internet lambat  saat ini  tidak terjadi gangguan ya Kak  disarankan untuk restart HP dulu ya Kak. Jika masih sama  yuk infokan data berikut via DM agar dibantu cek dan privasi data terjaga: 1. Nomor HP  (1/2);negatif
Oct-17;IG - amar.hamdani;Halo @Telkomsel @byu_id Jaringan sedang gangguan kah? koneksi internet lambat coverage area Kota Serang - Banten?;negatif
Oct-17;Hidayah Ning Septiyani;Min kok bnyk spam sms menang shope  dll sih ;negatif
Oct-17;наyкаl;jangan ditanya jangan ditanya;netral
Oct-17;Haska;@byu_id min  topping buat netflix dong  sayang kuota utama buat streaming;netral
Oct-17;Berrit Berrz;@byu_id mau tanya dong  paket youtube yg 10rb 10GB 30hari itu bs utk youtube Android TV jg kan? Atau cm HP aja? Sama klo beli paket data 10GB perhari  hangus nya setelah 24 jam atau tiap jam 00.00/harinya?;negatif
Oct-17;halwa stream 90’s love!!;@byu_id INI SINYALKU KNAPA JELE BANGET SIIII;netral
Oct-17;El Verdugo;min @byu_id  APN buat provider by.U apaan? kehapus nih min tengkyu ;netral
Oct-17;Rajamuhaammad;Lagi mikirin dia yg belum tentu mikirin aku jugaa;netral
Oct-17;Rahmat Hidayat;Itu dapet paket hematnya lewat my telkomsel atau *363*xxx*# ?;netral
Oct-17;Rafly;Nasi uduk semur jengkol Sambil duduk ngeremes .....;netral
Oct-17;sikeci;Daftar prakerja;netral
Oct-17;I am a man ;Min kok kuota topping ga bisa kepake? Yg kepake malah kuota utama mulu ;negatif
Oct-17;Ihado Ahmed;Petani sibuk memanen labu Hasil panen dijual agar laku Sebagai seorang wibu Streaming anime adalah kegiatanku  *receh sialan *;negatif
Oct-17;Sinjai Musri;Naik sepeda sampe ke Garut Solving Problem mu masih carut marut;positif
Oct-17;angga_arie;@byu_id dibantu blokir kartu saya hilang;negatif
Oct-17;Fajar Karunia;@byu_id  min  mau tny. Untuk daerah Sukoharjo  Grogol Jawa tengah.. area tsbt udah tr-cover jaringan 4G belum ya utk by.U ini ?;netral
Oct-17;wen;Halo min @byu_id topping youtube ku kok ga bisa dipakai ya?;negatif
Oct-17;moechamadariq;kek mana si anjim. gua protes tentang topping Instagram 10GB 20 Hari yang gabisa kepake  jadi yang kepotong itu kuota utama. apasi ga jelas banget @byu_id;negatif
Oct-17;KUY CHANNEL;Waaaw   mantap;positif
Oct-17;Viani Eko Ningrum;Kerja kerja dan kerja ;netral
Oct-17;Uud;Siapp;netral
Oct-17;june_jun;Sabtu ini ngebantu tetangga yang lagi nikahan ;netral
Oct-17;Usman;Cek dm;netral
Oct-17;def ＾ω＾;@byu_id min  paket ig & viu ga kesedot tapi malah yg kesedot paket datanya. Gimana nih? ;negatif
Oct-17;jnck;Gimana nih solusi kuota topping Instagram masih tidak bisa di gunakan;negatif
Oct-17;Ö;Lagi dapet kuota 6bulanan dari kamu;netral
Oct-17;rennywidya;Min @byu_id aku baru aktifin kartunya tp provider signnya masih nama bapaknya nih wkwk;netral
Oct-17;faizdayunnew;Minta wang mint buat jajan;netral
Oct-17;mick.;Lagi nunggu mood nya cucian mau diangkat atau stay disitu aja;netral
Oct-17;Tghh;Ikan hiu dandan imut. Anuuuu lagi gabut. ;positif
Oct-17;물•°♡°•;@byu_id min kok saya paketin topping viu masa pas nonton viu yg kesedot topping datanya sih. gimana sih ketentuan sebenernya?;negatif
Oct-17;nya;kuota gratisnya mana;netral
Oct-17;OkeSip!!!;kalo dia ngga dipandang nin tapi disanding;netral
Oct-17;Khoerululum56;Punya sya gk bisa by.u nya knapa ??;negatif
Oct-17;sal;Baru selesai nyuci kain serumah ;netral
Oct-17;edam;tolong cek DM Nando;netral
Oct-17;moon ;Nonton dong sama nonton zombie detective jugaaa;netral
Oct-17;Hawa agak sibuk;Panggil aku kanjeng ratu  karena aku bukan kakakmu. Eh tpi ya min  tempatku kan kabupaten kecil apa iya ada jaringan by u;netral
Oct-17;my name;udah nyaman banget pake paket @byu_id yang ini kemana mana ga khawatir sama kuota mau buka tiktok youtube dll bisa sepuasnya  plis jangan ilang lagi yaa;positif
Oct-17;Rangga Saputra;Nungguin byU launching paket unlimited 10Mbps sebulan harga 100rb.;netral
Oct-17;nge-lints;jalan jalan ke Singapore pulang nya jangan lupa beli bakwan saya abis beli toping by.u  di Indomaret terdekat;netral
Oct-17;Go ahead;@byu_id admin kece :) tolong dong menu toppingnya ditambah lagi khususnya buat main game mobile legend :) hope u notice me;netral
Oct-17;mick.;Naik sepeda sepanjang jalan Jangan lupa bawa baling-baling Dear nindy yg menggemaskan Nih aku lagi nungguin cucian kering;positif
Oct-17;Hawa agak sibuk;Serius beli kartunya dimana si;positif
Oct-17;nya;pergi kepasar membeli batik akan ku pakai dihari ini hai kamu admin yang cantik aku lagi makan bakmi;positif
Oct-17;Ayatullah Khamenei;Wah dikacangin sama @byu_id;positif
Oct-17;Bukan Hatchi;"siang"" mandi hujan habis itu makan indomie  ----- hmmmm enakkk";netral
Oct-17;Gars;Di kampus lg revisian;netral
Oct-17;Ir;So sweet bgt dapet tanda cinta @byu_id;positif
Oct-17;-;Nunggu reply doi;netral
Oct-17;putri tidur;Kamutube ;netral
Oct-17;Sunny ;@byu_id ga mau bikin toping game online nih?;netral
Oct-17;info jathilan;@byu_id sinyalmu di gawe 4G ramlaku di gawe 3G yo ra mlaku;netral
Oct-17;ㅇㄴㅂ;Cek dm dong admin;netral
Oct-17;Sleep_knot;Min kalo no kk tidak ditemukan itu gimana yak?;negatif
Oct-17;Raditya Sanjaya;Hallo @byu_id ini gimana koneksi tumben amat buruk udah 2 hari;negatif
Oct-17;Pal;Untung masih sama2 BUMN wkkwkwk;netral
Oct-17;mhmmdnsldi.;Kartu setia ku @byu_id;positif
Oct-17;saranin dn dong;Gresik  pernah nyoba beli telkomsel kemarin tapu sinyalnya cuma 1-2;negatif
Oct-17;;huhu kok bisa? dom mana btw?;negatif
Oct-17;el Cendol;Halo min... Pesanan kartu akan tersedia Jumat 16 Oktober tapi sampe sekarang Sabtu  saya belum dapat PIN pengambilan ;netral
Oct-17;Sigit Santoso;@byu_id min  quota paket belajar bisa dipake buat buka zoom tidak?;negatif
Oct-17;saranin dn dong;Sayang telkomsel di sini jaringannya tipis;netral
Oct-17;AkЬαr Нαdι;@byu_id min  respon dong  udh lebih dr 12 jam jaringan saya gabs jg. Pdhl sinyal full dan 4g tp ga bs internet;netral
Oct-17;Mas Abdul;Banyak yg ngeluh kuota IG gak terpotong termasuk Saya. Mohon perbaikannya min.;negatif
Oct-17;;modal 30k dpt kuota 25gb wkwk thankyou @byu_id;netral
Oct-17;Mas Abdul;3in... kuota IG gak terpotong  topping lainnya aman.;negatif
Oct-17;Cunawiharja;Kuota yg 10gb 10hari lagi dong min saya akan pke byu wlpun signal ngilang ngipang;netral
Oct-17;meleon ajg.;Itu biasanya penggunanya kudu aktif sepama 3 bulan+ baru muncul paketan² sakti;netral
Oct-17;Diana E;Sama udah direply udah dilakuin ttp aja gt;netral
Oct-17;Felix by kupa;@byu_id dikawasan bogor sedang ada maintenance min? Ini jaringan saya jelek banget;negatif
Oct-17;Rama Ruskian, S.Psi.;Apa apaan ini masa @byu_id grupnya @Telkomsel down beberapa hari ini  mau beli paket data aja susah banget. Untung ada @triindonesia yang biasanya ga bisa diharapkan sekarang lancar abis wkwkwk;negatif
Oct-17;tihang listrik;"""untuk 7 hari"" Buat sebulan tinggal 6rb x 4 = 24rb. Hm bisa dipertimbangkan";netral
Oct-17;Ji;Aku dm ga dibales-bales  ini barusan nemu nomor bagus banget pake fitur custom number  tinggal bayar doang. Tapi sayang banget sama reward di nomor lama. Toloong;positif
Oct-17;ADJIE FRIED CHICKEN AFC;mahal   saya beli 10rp dpt 10 g   tp      gx kepakai gx tau makenya gmn ;negatif
Oct-17;stevan08;@byu_id min bisa dibantu tadi saya isi pulsa   cc saya udah kepotong tapi pulsanya blm masuk;negatif
Oct-17;Mochamad Ghifari;@byu_id ajig sinyal umak goreng pisan gblg rudet anying;netral
Oct-16;MeiL — rest.;@byu_id haloo admin aku mau daftar by.u kenapa gak bisa2 yah?;negatif
Oct-16;Istifada;Biasanya bagus lho kak jaringannya. Cm ntah knp bbrp minggu ini balik ke H+ trus :( knp ya @byu_id ?:(;positif
Oct-16;nomaden;Resesi;netral
Oct-16;Deee • •;Aku kangen 1Mbps 30 hari ;positif
Oct-16;Vella Tambayong;udahdi coba gabisaa emang gaguna topingnya. balikin 10rb nya nindy kesian org2 nya yg topingnya gaguna @byu_id;netral
Oct-16;derenmiliarder;Beli topping youtube  tapi gak bisa dipakai dihari kedua Gimana nih Min? @byu_id;negatif
Oct-16;Khoerululum56;By.u paketan youtubnya yg promo knapa tidak bisa dicicipi;negatif
Oct-16;Yasir;@byu_id min kalo saya mau telp/sms pake no by.u  tarifnya kena berapa ya min.?;netral
Oct-16;F.;kok di aku gak ada ya paket ini;negatif
Oct-16;make roof;Yg di twit nanda kah? ;netral
Oct-16;make roof;Kan cuma buat sehari nind;negatif
Oct-16;none;@byu_id HALO NINDI!! Ini gimana ni katanya 1.5Mbps ;netral
Oct-16;ㅈ;@byu_id min topping nelfon semua operator bisa dipake buat nelfon telepon kantor gak min kaya call center gitu?;negatif
Oct-16;Yogi Iskandar;Promo toping yutub tapi harus didorong kuota reguler @byu_id mantap;positif
Oct-16;Gerry Yuliansyah;@byu_id Kalau sudah beli paket 140rb 30day.. trus beli lagi yg 10rb 10gb 1 hari yg lama ilang ga? Yg 140rb..?;negatif
Oct-16;Telkomsel;3. Direct Message Twitter: @byu_id  4. Direct Message Facebook: byu Indonesia  5. Live Chat: di dalam aplikasi by.U yang terinstall di HP Kakak. Makasih :) -Calvin(2/2);netral
Oct-16;Telkomsel;Hai  Kak Nasuha. Mohon maaf atas ketidaknyamanan yang Kakak rasakan. Perihal komplain terkait produk dan aplikasi by.U  kakak bisa mendapatkan penanganan resmi melalui channel by.U help center melalui: 1. Website: http://byu.id  2. Direct Message Instagram: @byu.id(1/2);negatif
Oct-16;rämu$h;sumpah sih lag bgt pake by u buat game gaenak.;netral
Oct-16;Nasuha Ali Sobari;Yaampun  seneng banget.  Makasih lho @byu_id atas kartu digitalnya. Ternyata sama aja kaya sodara tua @Telkomsel yg sering dapet sms begini ;negatif
Oct-16;FDJ. Indra Kurniawan;Jomblo;netral
Oct-16;hanajayani  rest ;hy bubu ;netral
Oct-16;upss;Pilihan paketnya dikit amat;netral
Oct-16;pakekiu;bbrp jam doang min :);negatif
Oct-16; Naka さま;ini unlimited atau buat sebulan ?;netral
Oct-16;nopal;banyak tanya kali. toping ig tu kau urus dulu  liat dah banyak orng yg lapor;netral
Oct-16;mega utari;Halo kak saya mau unreg kartu by u soalnya hpnya ilang;netral
Oct-16;nopal;aku juga  tlong byu masalah ini dislesaikan baik2 atau ak pnggil bapak ku;negatif
Oct-16;Arifin;@byu_id waw mantap sekali kecepatan internet by u keren perdana baru sampai langsung tes hasilnya kasing bintang 0 aja;positif
Oct-16;@bahaep;Hatur nuhun @byu_id   jadimakin betah wae euy move on nya;positif
Oct-16;mala;Sudah DM customer service dan live chat di aplikasi mengenai pemotongan kuota yg tidak sesuai namun responnya sama-sama lambat dan tidak ada solusi konkrit. @byu_id  Tolong perbaiki.;negatif
Oct-16;@bahaep;Selain bikin penasaran nindy suka kasih surprise nih.. Makaaasih 1st aniversarynya;netral
Oct-16;xerxlugner;Dapet kuota buat chat nindyy;netral
Oct-16;‘fadel;@byu_id kok kuota topping ig ku gabisa dipakee;negatif
Oct-16;Syaisya;Aku byu di sim 1 ko beb;netral
Oct-16;hid.;Kenalan dong kak  masa cm kak nindy doang yg dikenal;negatif
Oct-16;cannotbeblank;Kenapa gua 10gb 10hari 20rebu! Pilih kasih banget lu @byu_id!!!!;netral
Oct-16;Septi (https://skywebpage.com);@byu_id Hello Min. bisa baca Dm kah?;netral
Oct-16;Septi (https://skywebpage.com);@byu_id bisa respon DM gak? saya lum bisa aktifasi dri kmrn nih....;negatif
